id,geometry,categories,confidence,websites,emails,socials,phones,brand,addresses,names,sources,operating_status,basic_category,taxonomy,version,bbox,filename,theme,type
c42e0a80-a73c-4064-8430-25b5e03e6591,bytearray(b'\x01\x01\x00\x00\x00\x01\xe0\xd8\xb3g^c\xc0F\x98\xa2\\\x1a\x833@'),"{'primary': 'agricultural_service', 'alternate': ['professional_services', 'hawaiian_restaurant']}",0.486517071723938,['http://www.fascinationoforchids.com/'],,['https://www.facebook.com/167656836579312'],['+18089657667'],"{'wikidata': None, 'names': {'primary': None, 'common': None, 'rules': None}}","[{'freeform': '15-1285 Auina St', 'locality': 'Pahoa', 'postcode': '96778-9668', 'region': 'HI', 'country': 'US'}]","{'primary': 'Hawaiian Paradise Orchids', 'common': None, 'rules': None}","[{'property': '', 'dataset': 'meta', 'license': 'CDLA-Permissive-2.0', 'record_id': '167656836579312', 'update_time': '2026-07-02T00:00:00.000Z', 'confidence': 0.486517071723938, 'between': None}
 {'property': '/properties/confidence', 'dataset': 'Overture', 'license': 'CDLA-Permissive-2.0', 'record_id': None, 'update_time': '2026-07-14T20:34:55Z', 'confidence': None, 'between': None}]",,agricultural_service,"{'primary': 'agricultural_service', 'hierarchy': ['services_and_business', 'agricultural_service'], 'alternates': None}",4,"{'xmin': -154.95016479492188, 'xmax': -154.95013427734375, 'ymin': 19.51211929321289, 'ymax': 19.512121200561523}",s3://overturemaps-us-west-2/release/2026-07-22.0/theme=places/type=place/part-00000-721bdadd-4327-5b81-bc83-aa244c71ceaa-c000.zstd.parquet,places,place
e53efdbf-a2cd-46f4-83fc-a1691179d6e4,bytearray(b'\x01\x01\x00\x00\x00U\xa5-\xae\xf1\x7fc\xc0\xf5\x11\xf8\xc3\xcf\xa33@'),"{'primary': 'heliports', 'alternate': ['travel', 'transportation']}",0.8736687898635864,,,['https://www.facebook.com/2095211080691006'],['+18083293700'],"{'wikidata': None, 'names': {'primary': None, 'common': None, 'rules': None}}","[{'freeform': '75-5660 Palani Rd', 'locality': 'Kailua Kona', 'postcode': '96740-3612', 'region': 'HI', 'country': 'US'}]","{'primary': 'Sunshine Helicopters', 'common': None, 'rules': None}","[{'property': '', 'dataset': 'meta', 'license': 'CDLA-Permissive-2.0', 'record_id': '2095211080691006', 'update_time': '2026-07-02T00:00:00.000Z', 'confidence': 0.8736687898635864, 'between': None}
 {'property': '/properties/confidence', 'dataset': 'Overture', 'license': 'CDLA-Permissive-2.0', 'record_id': None, 'update_time': '2026-07-14T20:34:55Z', 'confidence': None, 'between': None}
 {'property': '/properties/operating_status', 'dataset': 'Overture-signals', 'license': 'CDLA-Permissive-2.0', 'record_id': '3110cea3-326a-46ec-8022-c79772d2bf35', 'update_time': '2026-06-30T23:43:50Z', 'confidence': 1.0, 'between': [None, None]}
 {'property': '/properties/operating_status', 'dataset': 'Overture-signals', 'license': 'CDLA-Permissive-2.0', 'record_id': '3110cea3-326a-46ec-8022-c79772d2bf35', 'update_time': '2026-07-06T16:00:52Z', 'confidence': 1.0, 'between': [None, None]}
 {'property': '/properties/operating_status', 'dataset': 'Overture-signals', 'license': 'CDLA-Permissive-2.0', 'record_id': '3110cea3-326a-46ec-8022-c79772d2bf35', 'update_time': '2026-07-13T15:52:52Z', 'confidence': 1.0, 'between': [None, None]}]",open,airport,"{'primary': 'heliport', 'hierarchy': ['travel_and_transportation', 'air_transport_facility_or_service', 'airport', 'heliport'], 'alternates': None}",11,"{'xmin': -155.99827575683594, 'xmax': -155.9982452392578, 'ymin': 19.639888763427734, 'ymax': 19.639890670776367}",s3://overturemaps-us-west-2/release/2026-07-22.0/theme=places/type=place/part-00000-721bdadd-4327-5b81-bc83-aa244c71ceaa-c000.zstd.parquet,places,place
a5e8c495-c335-4cc7-9204-68a3fbf28cf6,bytearray(b'\x01\x01\x00\x00\x00ZK\x01i\x7f\x7fc\xc0`;\x18\xb1O\xa03@'),"{'primary': 'airport', 'alternate': None}",0.9722161889076233,['http://hawaii.gov/hnl'],,['https://www.facebook.com/142828659585958'],,"{'wikidata': None, 'names': {'primary': None, 'common': None, 'rules': None}}","[{'freeform': None, 'locality': 'Kailua Kona', 'postcode': None, 'region': 'HI', 'country': 'US'}]","{'primary': 'Honolulu International Airport', 'common': None, 'rules': None}","[{'property': '', 'dataset': 'meta', 'license': 'CDLA-Permissive-2.0', 'record_id': '142828659585958', 'update_time': '2026-07-02T00:00:00.000Z', 'confidence': 0.6974523067474365, 'between': None}
 {'property': '/properties/confidence', 'dataset': 'Overture', 'license': 'CDLA-Permissive-2.0', 'record_id': None, 'update_time': '2026-07-14T20:34:55Z', 'confidence': None, 'between': None}
 {'property': '/properties/operating_status', 'dataset': 'Overture-signals', 'license': 'CDLA-Permissive-2.0', 'record_id': 'ceead354-8dff-472d-b48b-f2c906d1cc0b', 'update_time': '2026-05-12T00:29:08Z', 'confidence': 1.0, 'between': [None, None]}
 {'property': '/properties/operating_status', 'dataset': 'Overture-signals', 'license': 'CDLA-Permissive-2.0', 'record_id': 'ceead354-8dff-472d-b48b-f2c906d1cc0b', 'update_time': '2026-07-06T16:00:52Z', 'confidence': 1.0, 'between': [None, None]}
 {'property': '/properties/operating_status', 'dataset': 'Overture-signals', 'license': 'CDLA-Permissive-2.0', 'record_id': '8b7c94ee-2d11-441e-a0fd-c9816a823337', 'update_time': '2026-07-13T15:52:52Z', 'confidence': 1.0, 'between': [None, None]}]",open,airport,"{'primary': 'airport', 'hierarchy': ['travel_and_transportation', 'air_transport_facility_or_service', 'airport'], 'alternates': None}",6,"{'xmin': -155.9843292236328, 'xmax': -155.9842987060547, 'ymin': 19.62621307373047, 'ymax': 19.626216888427734}",s3://overturemaps-us-west-2/release/2026-07-22.0/theme=places/type=place/part-00000-721bdadd-4327-5b81-bc83-aa244c71ceaa-c000.zstd.parquet,places,place
41241dd0-16bb-4dde-b0db-2badbccbea4c,bytearray(b'\x01\x01\x00\x00\x00W[\xa0\x06\xe6\x7fc\xc0\xe3\xe4P5\xdc\xa33@'),"{'primary': 'amusement_park', 'alternate': ['automotive', 'beach']}",0.9392129778862,['http://liveinhawaiinow.com/kailua-pier'],,['https://www.facebook.com/230303107123141'],['+18083292911'],"{'wikidata': None, 'names': {'primary': None, 'common': None, 'rules': None}}","[{'freeform': '75-5660 Palani Rd', 'locality': 'Kailua Kona', 'postcode': '96740-3612', 'region': 'HI', 'country': 'US'}]","{'primary': 'Kailua Pier', 'common': None, 'rules': None}","[{'property': '', 'dataset': 'meta', 'license': 'CDLA-Permissive-2.0', 'record_id': '230303107123141', 'update_time': '2026-07-02T00:00:00.000Z', 'confidence': 0.971569299697876, 'between': None}
 {'property': '/properties/confidence', 'dataset': 'Overture', 'license': 'CDLA-Permissive-2.0', 'record_id': None, 'update_time': '2026-07-14T20:34:55Z', 'confidence': None, 'between': None}
 {'property': '/properties/operating_status', 'dataset': 'Overture-signals', 'license': 'CDLA-Permissive-2.0', 'record_id': '4bd66b38-2a13-4125-8f5e-f239456578cc', 'update_time': '2026-05-12T00:29:08Z', 'confidence': 1.0, 'between': [None, None]}
 {'property': '/properties/operating_status', 'dataset': 'Overture-signals', 'license': 'CDLA-Permissive-2.0', 'record_id': '8aa96bd7-a88d-4150-b82c-351205344f4d', 'update_time': '2026-05-18T13:23:54Z', 'confidence': 1.0, 'between': [None, None]}
 {'property': '/properties/operating_status', 'dataset': 'Overture-signals', 'license': 'CDLA-Permissive-2.0', 'record_id': 'c7e00690-c19b-4c7d-90c6-108cabc7f9b2', 'update_time': '2026-05-25T13:08:59Z', 'confidence': 1.0, 'between': [None, None]}
 {'property': '/properties/operating_status', 'dataset': 'Overture-signals', 'license': 'CDLA-Permissive-2.0', 'record_id': 'fa487add-0b95-47b7-a8fe-756e33172435', 'update_time': '2026-06-01T13:20:32Z', 'confidence': 1.0, 'between': [None, None]}
 {'property': '/properties/operating_status', 'dataset': 'Overture-signals', 'license': 'CDLA-Permissive-2.0', 'record_id': 'ec499380-d7c8-4aee-9299-d67fb3f2e385', 'update_time': '2026-06-08T13:20:12Z', 'confidence': 1.0, 'between': [None, None]}
 {'property': '/properties/operating_status', 'dataset': 'Overture-signals', 'license': 'CDLA-Permissive-2.0', 'record_id': '8259547e-7008-4d08-b880-243cfaa07593', 'update_time': '2026-06-15T14:07:52Z', 'confidence': 1.0, 'between': [None, None]}
 {'property': '/properties/operating_status', 'dataset': 'Overture-signals', 'license': 'CDLA-Permissive-2.0', 'record_id': '1204cb7e-7393-4b7a-9ea4-1eed360e27a5', 'update_time': '2026-06-26T16:25:14Z', 'confidence': 1.0, 'between': [None, None]}]",open,amusement_park,"{'primary': 'amusement_park', 'hierarchy': ['arts_and_entertainment', 'amusement_attraction', 'amusement_park'], 'alternates': None}",11,"{'xmin': -155.99684143066406, 'xmax': -155.996826171875, 'ymin': 19.64007568359375, 'ymax': 19.640079498291016}",s3://overturemaps-us-west-2/release/2026-07-22.0/theme=places/type=place/part-00000-721bdadd-4327-5b81-bc83-aa244c71ceaa-c000.zstd.parquet,places,place
5c476b09-e0e3-4ae5-b1d0-a4ea05807588,bytearray(b'\x01\x01\x00\x00\x00\xa2C\xe0H }c\xc0\x1d\xadjIG}3@'),"{'primary': 'amusement_park', 'alternate': ['attractions_and_activities', 'topic_concert_venue']}",0.5962927937507629,['http://www.hawaiicounty.gov/pr-recreation'],,['https://www.facebook.com/109468749121402'],['+18083233060'],"{'wikidata': None, 'names': {'primary': None, 'common': None, 'rules': None}}","[{'freeform': '82-6156 Mamalahoa Hwy', 'locality': 'Captain Cook', 'postcode': '96704-8203', 'region': 'HI', 'country': 'US'}]","{'primary': 'Yano Hall', 'common': None, 'rules': None}","[{'property': '', 'dataset': 'meta', 'license': 'CDLA-Permissive-2.0', 'record_id': '109468749121402', 'update_time': '2026-07-02T00:00:00.000Z', 'confidence': 0.5962927937507629, 'between': None}
 {'property': '/properties/confidence', 'dataset': 'Overture', 'license': 'CDLA-Permissive-2.0', 'record_id': None, 'update_time': '2026-07-14T20:34:55Z', 'confidence': None, 'between': None}
 {'property': '/properties/operating_status', 'dataset': 'Overture-signals', 'license': 'CDLA-Permissive-2.0', 'record_id': '7819ba91-e1e6-407e-b2cb-181f84627208', 'update_time': '2026-06-08T13:20:12Z', 'confidence': 1.0, 'between': [None, None]}
 {'property': '/properties/operating_status', 'dataset': 'Overture-signals', 'license': 'CDLA-Permissive-2.0', 'record_id': 'becda99c-146b-4470-8ea9-1f47a498b5bd', 'update_time': '2026-06-15T14:07:52Z', 'confidence': 1.0, 'between': [None, None]}
 {'property': '/properties/operating_status', 'dataset': 'Overture-signals', 'license': 'CDLA-Permissive-2.0', 'record_id': '314fc29b-36bd-4d42-8e06-6eafeff6c513', 'update_time': '2026-07-06T16:00:52Z', 'confidence': 1.0, 'between': [None, None]}
 {'property': '/properties/operating_status', 'dataset': 'Overture-signals', 'license': 'CDLA-Permissive-2.0', 'record_id': 'becda99c-146b-4470-8ea9-1f47a498b5bd', 'update_time': '2026-07-13T15:52:52Z', 'confidence': 1.0, 'between': [None, None]}]",open,amusement_park,"{'primary': 'amusement_park', 'hierarchy': ['arts_and_entertainment', 'amusement_attraction', 'amusement_park'], 'alternates': None}",4,"{'xmin': -155.9102020263672, 'xmax': -155.91018676757812, 'ymin': 19.489368438720703, 'ymax': 19.48937225341797}",s3://overturemaps-us-west-2/release/2026-07-22.0/theme=places/type=place/part-00000-721bdadd-4327-5b81-bc83-aa244c71ceaa-c000.zstd.parquet,places,place
c13c0e3e-8914-44d9-9000-1cf0008f11c2,bytearray(b'\x01\x01\x00\x00\x00\xea<*n\xf8|c\xc0\xa4|\xd6\t\xa7\x823@'),"{'primary': 'pet_store', 'alternate': ['pet_services', 'pets', 'retail']}",0.9199122190475464,[''],,,['8083840371'],,"[{'freeform': '81-1244 Konawaena School Rd', 'locality': 'Kealakekua', 'postcode': '96750', 'region': 'HI', 'country': 'US'}]","{'primary': 'Ohana Pet Sitters', 'common': None, 'rules': None}","[{'property': '', 'dataset': 'Microsoft', 'license': 'CDLA-Permissive-2.0', 'record_id': '1688849862902562', 'update_time': '2015-09-26T04:10:59.830Z', 'confidence': 0.85, 'between': None}
 {'property': '/properties/confidence', 'dataset': 'Overture', 'license': 'CDLA-Permissive-2.0', 'record_id': None, 'update_time': '2026-07-14T20:34:55Z', 'confidence': None, 'between': None}
 {'property': '/properties/operating_status', 'dataset': 'Overture-signals', 'license': 'CDLA-Permissive-2.0', 'record_id': '4b2c3b4d-bfe4-4b39-9018-a59956fe6910', 'update_time': '2026-05-12T00:29:08Z', 'confidence': 1.0, 'between': [None, None]}
 {'property': '/properties/operating_status', 'dataset': 'Overture-signals', 'license': 'CDLA-Permissive-2.0', 'record_id': '4b2c3b4d-bfe4-4b39-9018-a59956fe6910', 'update_time': '2026-05-18T13:23:54Z', 'confidence': 1.0, 'between': [None, None]}
 {'property': '/properties/operating_status', 'dataset': 'Overture-signals', 'license': 'CDLA-Permissive-2.0', 'record_id': '4b2c3b4d-bfe4-4b39-9018-a59956fe6910', 'update_time': '2026-05-25T13:08:59Z', 'confidence': 1.0, 'between': [None, None]}
 {'property': '/properties/operating_status', 'dataset': 'Overture-signals', 'license': 'CDLA-Permissive-2.0', 'record_id': '4b2c3b4d-bfe4-4b39-9018-a59956fe6910', 'update_time': '2026-06-01T13:20:32Z', 'confidence': 1.0, 'between': [None, None]}
 {'property': '/properties/operating_status', 'dataset': 'Overture-signals', 'license': 'CDLA-Permissive-2.0', 'record_id': '4b2c3b4d-bfe4-4b39-9018-a59956fe6910', 'update_time': '2026-06-08T13:20:12Z', 'confidence': 1.0, 'between': [None, None]}
 {'property': '/properties/operating_status', 'dataset': 'Overture-signals', 'license': 'CDLA-Permissive-2.0', 'record_id': '4b2c3b4d-bfe4-4b39-9018-a59956fe6910', 'update_time': '2026-06-15T14:07:52Z', 'confidence': 1.0, 'between': [None, None]}
 {'property': '/properties/operating_status', 'dataset': 'Overture-signals', 'license': 'CDLA-Permissive-2.0', 'record_id': '4b2c3b4d-bfe4-4b39-9018-a59956fe6910', 'update_time': '2026-06-26T16:25:14Z', 'confidence': 1.0, 'between': [None, None]}
 {'property': '/properties/operating_status', 'dataset': 'Overture-signals', 'license': 'CDLA-Permissive-2.0', 'record_id': 'ff6f05b2-110a-458a-91fc-b6fac87ad49a', 'update_time': '2026-06-30T23:43:50Z', 'confidence': 1.0, 'between': [None, None]}
 {'property': '/properties/operating_status', 'dataset': 'Overture-signals', 'license': 'CDLA-Permissive-2.0', 'record_id': '3e6331d2-57cd-4585-bd25-993262c14016', 'update_time': '2026-07-06T16:00:52Z', 'confidence': 1.0, 'between': [None, None]}
 {'property': '/properties/operating_status', 'dataset': 'Overture-signals', 'license': 'CDLA-Permissive-2.0', 'record_id': '337e259b-8356-4d0b-b088-a25818e02787', 'update_time': '2026-07-13T15:52:52Z', 'confidence': 1.0, 'between': [None, None]}]",open,animal_and_pet_store,"{'primary': 'pet_store', 'hierarchy': ['shopping', 'specialty_store', 'animal_and_pet_store', 'pet_store'], 'alternates': None}",6,"{'xmin': -155.9053497314453, 'xmax': -155.9053192138672, 'ymin': 19.510360717773438, 'ymax': 19.510364532470703}",s3://overturemaps-us-west-2/release/2026-07-22.0/theme=places/type=place/part-00000-721bdadd-4327-5b81-bc83-aa244c71ceaa-c000.zstd.parquet,places,place
93af1615-6f1a-4ef9-9f56-bb66cc0339b6,bytearray(b'\x01\x01\x00\x00\x00\xf4\xcc\x05\r\x01cc\xc0\xf6\xad\xde\xfa\x13y3@'),"{'primary': 'aquatic_pet_store', 'alternate': ['fish_farm', 'aquarium']}",0.9370158314704895,['https://hawaiitropicalfishgardens.com/'],['hawaiitfg@gmail.com'],['https://www.facebook.com/1526762627639943'],['+18089877643'],"{'wikidata': None, 'names': {'primary': None, 'common': None, 'rules': None}}","[{'freeform': '11-1828 Ahiukau St', 'locality': 'Mountain View', 'postcode': '96771', 'region': 'HI', 'country': 'US'}]","{'primary': 'Hawaii Tropical Fish Gardens', 'common': None, 'rules': None}","[{'property': '', 'dataset': 'meta', 'license': 'CDLA-Permissive-2.0', 'record_id': '1526762627639943', 'update_time': '2026-07-02T00:00:00.000Z', 'confidence': 0.9370158314704895, 'between': None}
 {'property': '/properties/confidence', 'dataset': 'Overture', 'license': 'CDLA-Permissive-2.0', 'record_id': None, 'update_time': '2026-07-14T20:34:55Z', 'confidence': None, 'between': None}]",,animal_and_pet_store,"{'primary': 'aquatic_pet_store', 'hierarchy': ['shopping', 'specialty_store', 'animal_and_pet_store', 'pet_store', 'aquatic_pet_store'], 'alternates': None}",8,"{'xmin': -155.09390258789062, 'xmax': -155.0938720703125, 'ymin': 19.472959518432617, 'ymax': 19.47296142578125}",s3://overturemaps-us-west-2/release/2026-07-22.0/theme=places/type=place/part-00000-721bdadd-4327-5b81-bc83-aa244c71ceaa-c000.zstd.parquet,places,place
b37c8874-f3d4-4c21-ab80-2ad30a8732ce,bytearray(b'\x01\x01\x00\x00\x00\xe9sb\xcdP}c\xc0\x82\xd3q\xeb$~3@'),"{'primary': 'pet_store', 'alternate': None}",0.9199122190475464,,['pearlsupcountryfeeds@gmail.com'],['https://www.facebook.com/413003929301854'],['+18083233009'],"{'wikidata': None, 'names': {'primary': None, 'common': None, 'rules': None}}","[{'freeform': '81-6224 Mamalahoa Hwy', 'locality': 'Captain Cook', 'postcode': '96704-8128', 'region': 'HI', 'country': 'US'}]","{'primary': ""Pearl's Up Country Feeds"", 'common': None, 'rules': None}","[{'property': '', 'dataset': 'meta', 'license': 'CDLA-Permissive-2.0', 'record_id': '413003929301854', 'update_time': '2026-07-02T00:00:00.000Z', 'confidence': 0.9786016941070557, 'between': None}
 {'property': '/properties/confidence', 'dataset': 'Overture', 'license': 'CDLA-Permissive-2.0', 'record_id': None, 'update_time': '2026-07-14T20:34:55Z', 'confidence': None, 'between': None}
 {'property': '/properties/operating_status', 'dataset': 'Overture-signals', 'license': 'CDLA-Permissive-2.0', 'record_id': '5aab18db-5617-4848-a34d-3793de09fd37', 'update_time': '2026-05-12T00:29:08Z', 'confidence': 1.0, 'between': [None, None]}
 {'property': '/properties/operating_status', 'dataset': 'Overture-signals', 'license': 'CDLA-Permissive-2.0', 'record_id': '5aab18db-5617-4848-a34d-3793de09fd37', 'update_time': '2026-05-18T13:23:54Z', 'confidence': 1.0, 'between': [None, None]}
 {'property': '/properties/operating_status', 'dataset': 'Overture-signals', 'license': 'CDLA-Permissive-2.0', 'record_id': '5aab18db-5617-4848-a34d-3793de09fd37', 'update_time': '2026-05-25T13:08:59Z', 'confidence': 1.0, 'between': [None, None]}
 {'property': '/properties/operating_status', 'dataset': 'Overture-signals', 'license': 'CDLA-Permissive-2.0', 'record_id': '5aab18db-5617-4848-a34d-3793de09fd37', 'update_time': '2026-06-01T13:20:32Z', 'confidence': 1.0, 'between': [None, None]}
 {'property': '/properties/operating_status', 'dataset': 'Overture-signals', 'license': 'CDLA-Permissive-2.0', 'record_id': 'd9ef25aa-9c78-46e0-b088-a4b1f3794eaf', 'update_time': '2026-06-08T13:20:12Z', 'confidence': 1.0, 'between': [None, None]}
 {'property': '/properties/operating_status', 'dataset': 'Overture-signals', 'license': 'CDLA-Permissive-2.0', 'record_id': '2ffebd16-a5bf-4a7b-8f8f-9f49f54d5f70', 'update_time': '2026-06-15T14:07:52Z', 'confidence': 1.0, 'between': [None, None]}
 {'property': '/properties/operating_status', 'dataset': 'Overture-signals', 'license': 'CDLA-Permissive-2.0', 'record_id': '5aab18db-5617-4848-a34d-3793de09fd37', 'update_time': '2026-06-26T16:25:14Z', 'confidence': 1.0, 'between': [None, None]}
 {'property': '/properties/operating_status', 'dataset': 'Overture-signals', 'license': 'CDLA-Permissive-2.0', 'record_id': 'e9ca8520-b31b-476e-beba-77ace07cb9b3', 'update_time': '2026-06-30T23:43:50Z', 'confidence': 1.0, 'between': [None, None]}
 {'property': '/properties/operating_status', 'dataset': 'Overture-signals', 'license': 'CDLA-Permissive-2.0', 'record_id': '2ffebd16-a5bf-4a7b-8f8f-9f49f54d5f70', 'update_time': '2026-07-06T16:00:52Z', 'confidence': 1.0, 'between': [None, None]}
 {'property': '/properties/operating_status', 'dataset': 'Overture-signals', 'license': 'CDLA-Permissive-2.0', 'record_id': '2ffebd16-a5bf-4a7b-8f8f-9f49f54d5f70', 'update_time': '2026-07-13T15:52:52Z', 'confidence': 1.0, 'between': [None, None]}]",open,animal_and_pet_store,"{'primary': 'pet_store', 'hierarchy': ['shopping', 'specialty_store', 'animal_and_pet_store', 'pet_store'], 'alternates': None}",9,"{'xmin': -155.9161376953125, 'xmax': -155.91610717773438, 'ymin': 19.49275016784668, 'ymax': 19.492753982543945}",s3://overturemaps-us-west-2/release/2026-07-22.0/theme=places/type=place/part-00000-721bdadd-4327-5b81-bc83-aa244c71ceaa-c000.zstd.parquet,places,place
827e0a7f-cc01-486c-8bf9-3a3032728dc5,bytearray(b'\x01\x01\x00\x00\x00\xeb\x87\xe0\xd1\xc9~c\xc0h\xf6\xed\xe2\x05\x923@'),"{'primary': 'pet_groomer', 'alternate': ['pet_services']}",0.796199381351471,,,['https://www.facebook.com/891837484520749'],['+18089907297'],"{'wikidata': None, 'names': {'primary': None, 'common': None, 'rules': None}}","[{'freeform': '78-6831 Alii Dr', 'locality': 'Kailua Kona', 'postcode': '96740-2440', 'region': 'HI', 'country': 'US'}]","{'primary': 'Ocean Paws Pet Grooming Salon', 'common': None, 'rules': None}","[{'property': '', 'dataset': 'meta', 'license': 'CDLA-Permissive-2.0', 'record_id': '891837484520749', 'update_time': '2026-07-02T00:00:00.000Z', 'confidence': 0.796199381351471, 'between': None}
 {'property': '/properties/confidence', 'dataset': 'Overture', 'license': 'CDLA-Permissive-2.0', 'record_id': None, 'update_time': '2026-07-14T20:34:55Z', 'confidence': None, 'between': None}]",,animal_or_pet_service,"{'primary': 'pet_groomer', 'hierarchy': ['lifestyle_services', 'animal_or_pet_service', 'pet_care_service', 'pet_groomer'], 'alternates': None}",7,"{'xmin': -155.96214294433594, 'xmax': -155.9621124267578, 'ymin': 19.570402145385742, 'ymax': 19.570404052734375}",s3://overturemaps-us-west-2/release/2026-07-22.0/theme=places/type=place/part-00000-721bdadd-4327-5b81-bc83-aa244c71ceaa-c000.zstd.parquet,places,place
e3258619-e352-4951-9b91-e409a7d1c47e,bytearray(b'\x01\x01\x00\x00\x00H\x93\xa4\xceP\x7fc\xc0HkNV\xf3\xa13@'),"{'primary': 'veterinarian', 'alternate': ['hospital', 'pet_services']}",0.9199122190475464,['http://www.aliivet.com/'],['info@aliivet.com'],['https://www.facebook.com/155505611153672'],['+18083298999'],"{'wikidata': None, 'names': {'primary': None, 'common': None, 'rules': None}}","[{'freeform': '75-349 Hualalai Rd', 'locality': 'Kailua Kona', 'postcode': '96740-9791', 'region': 'HI', 'country': 'US'}]","{'primary': ""Ali'i Veterinary Hospital"", 'common': None, 'rules': None}","[{'property': '', 'dataset': 'meta', 'license': 'CDLA-Permissive-2.0', 'record_id': '155505611153672', 'update_time': '2026-07-02T00:00:00.000Z', 'confidence': 0.9911748170852661, 'between': None}
 {'property': '/properties/confidence', 'dataset': 'Overture', 'license': 'CDLA-Permissive-2.0', 'record_id': None, 'update_time': '2026-07-14T20:34:55Z', 'confidence': None, 'between': None}
 {'property': '/properties/operating_status', 'dataset': 'Overture-signals', 'license': 'CDLA-Permissive-2.0', 'record_id': '395310b3-0307-405f-82b1-0aacc309d672', 'update_time': '2026-05-12T00:29:08Z', 'confidence': 1.0, 'between': [None, None]}
 {'property': '/properties/operating_status', 'dataset': 'Overture-signals', 'license': 'CDLA-Permissive-2.0', 'record_id': '395310b3-0307-405f-82b1-0aacc309d672', 'update_time': '2026-05-18T13:23:54Z', 'confidence': 1.0, 'between': [None, None]}
 {'property': '/properties/operating_status', 'dataset': 'Overture-signals', 'license': 'CDLA-Permissive-2.0', 'record_id': '395310b3-0307-405f-82b1-0aacc309d672', 'update_time': '2026-05-25T13:08:59Z', 'confidence': 1.0, 'between': [None, None]}
 {'property': '/properties/operating_status', 'dataset': 'Overture-signals', 'license': 'CDLA-Permissive-2.0', 'record_id': '395310b3-0307-405f-82b1-0aacc309d672', 'update_time': '2026-06-01T13:20:32Z', 'confidence': 1.0, 'between': [None, None]}
 {'property': '/properties/operating_status', 'dataset': 'Overture-signals', 'license': 'CDLA-Permissive-2.0', 'record_id': '395310b3-0307-405f-82b1-0aacc309d672', 'update_time': '2026-06-08T13:20:12Z', 'confidence': 1.0, 'between': [None, None]}
 {'property': '/properties/operating_status', 'dataset': 'Overture-signals', 'license': 'CDLA-Permissive-2.0', 'record_id': '395310b3-0307-405f-82b1-0aacc309d672', 'update_time': '2026-06-15T14:07:52Z', 'confidence': 1.0, 'between': [None, None]}
 {'property': '/properties/operating_status', 'dataset': 'Overture-signals', 'license': 'CDLA-Permissive-2.0', 'record_id': '395310b3-0307-405f-82b1-0aacc309d672', 'update_time': '2026-06-26T16:25:14Z', 'confidence': 1.0, 'between': [None, None]}
 {'property': '/properties/operating_status', 'dataset': 'Overture-signals', 'license': 'CDLA-Permissive-2.0', 'record_id': '8bfded8a-2115-45e1-8b0f-1521a301b1b4', 'update_time': '2026-06-30T23:43:50Z', 'confidence': 1.0, 'between': [None, None]}
 {'property': '/properties/operating_status', 'dataset': 'Overture-signals', 'license': 'CDLA-Permissive-2.0', 'record_id': '0a603ec8-7f72-44eb-b6ed-445b4e2cadb6', 'update_time': '2026-07-06T16:00:52Z', 'confidence': 1.0, 'between': [None, None]}
 {'property': '/properties/operating_status', 'dataset': 'Overture-signals', 'license': 'CDLA-Permissive-2.0', 'record_id': '728b4d39-c963-40d7-87bf-8f698e269540', 'update_time': '2026-07-13T15:52:52Z', 'confidence': 1.0, 'between': [None, None]}]",open,animal_or_pet_service,"{'primary': 'veterinarian', 'hierarchy': ['lifestyle_services', 'animal_or_pet_service', 'veterinary_care', 'veterinarian'], 'alternates': None}",8,"{'xmin': -155.9786376953125, 'xmax': -155.97860717773438, 'ymin': 19.63261604309082, 'ymax': 19.632619857788086}",s3://overturemaps-us-west-2/release/2026-07-22.0/theme=places/type=place/part-00000-721bdadd-4327-5b81-bc83-aa244c71ceaa-c000.zstd.parquet,places,place
